doi,author,title,year,abstract,journal
 ,"Branka Tafra, Petra Košutar","

				Rječotvorni modeli u hrvatskom jeziku			
", ,"U hrvatskoj se gramatici razlikuju tri tvorbena načina: izvođenje, slaganje i srašćivanje. Rubno se navodi još nekoliko tvorbenih načina. U ovom se radu polazi od glavnoga pitanja: Kako nastaje riječ? Stoga će se istražiti svi mogući putovi nastanka riječi. Iz toga je jasno da je dosadašnji pojam tvorba riječi u ovom pristupu preuzak i da će se nastanku riječi pristupiti mnogo šire. Da ne bude terminološke zabune, jezikoslovnu ćemo disciplinu koja se bavi nastankom riječi nazivati rječotvorje.",SUVREMENA LINGVISTIKA
 ,Božo Bekavac ,"

				Strojno obilježavanje hrvatskih tekstova - stanje i perspektive			
", , ,SUVREMENA LINGVISTIKA
 ,Janja Čulig,"

				Carita Paradis, Steven Jones, M. Lynn Murphy i Caroline Willners, Antonyms  in English: Construals, Constructions and Canonicity Cambridge University Press, 2012.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Božidar Finka,"

				Na gradišćanskohrvatskim jezičnim stazama			
", , ,SUVREMENA LINGVISTIKA
 ,Bruno Nahod,"

				Domenski specifični kognitivni modeli u višedomenskoj terminološkoj bazi			
", , ,SUVREMENA LINGVISTIKA
 ,Daniela Katunar,"

				Semantička tipologija: značenje u poredbenoj perspektivi			
", , ,SUVREMENA LINGVISTIKA
 ,Žarko Muljačić,"

				Jose Enrique Gargallo Gil - Maria Reina Bastardas (coord.): Manual de linguistica romanica			
", , ,SUVREMENA LINGVISTIKA
 ,Goran Pavelić ,"

				The Expression of Modality, uredio William Frawley			
", , ,SUVREMENA LINGVISTIKA
 ,Annamaria Bene,"

				Koja je prava funkcija glagolskih prefikasa u mađarskom jeziku			
", ,"
                Week                90
",SUVREMENA LINGVISTIKA
 ,Marija Lütze-Miculinić ,"

				Njemački toponimi i njihove izvedenice u hrvatskome književnom jeziku na primjeru imena njemačkih saveznih zemalja i njihovih glavnih gradova			
", , ,SUVREMENA LINGVISTIKA
 ,Lucia Miškulin Saletović ,"

				Robert W. Shuy, Linguistics in the Courtroom. A Practical Guide			
", , ,SUVREMENA LINGVISTIKA
 ,Borjana Prošev-Oliver ,"

				Deslavenizacija slavenizatora. Neka razmišljanja o ""Balkanološkim lingvističkim studijama"" Petra Ilievskog			
", , ,SUVREMENA LINGVISTIKA
 ,Mateusz-Milan Stanojević,"

				Konceptualna metafora u kognitivnoj lingvistici: pregled pojmova			
", ,"
                Week                90
",SUVREMENA LINGVISTIKA
 ,"Renata Geld, Mateusz–Milan Stanojević, Jelena Kuvač Kraljević, Tomislava Bošnjak Botica, Kristina Vujnović Malivuk, Paulina Pinjušić, Martina Sekulić Sović, Vlasta Erdeljac, Anđel Starčević, Branka Barčot, Matea Filko,, Mislav Kovačić, Kristian Novak, Jelena Parizoska, Velimir Piškorec","


						Topološko strateško konstruiranje značenja: frazni glagoli s up i  down u jeziku slijepih					

", ,Izvorni znanstveni članak,SUVREMENA LINGVISTIKA
 ,Zvonimir Novoselec ,"

				D. Vrgoč, Ž. Fink-Arsovski: Hrvatsko-engleski frazeološki rječnik			
", , ,SUVREMENA LINGVISTIKA
 ,"Željka Brlobaš , Pavao Tekavčić , Mario Brdar , Višnja Josipović , Milan Mihaljević , Boris Kuzmić ","

				Obznane			
", ,Milan Mihaljević ,SUVREMENA LINGVISTIKA
 ,"Kristian Novak, Marina Grubišić, Obznane, Puni tekst (Hrvatski) (PDF) ","

				Obznane			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,August Kovačec,"

				Milena Žic Fuchs, Kognitivna lingvistika i jezične strukture: engleski present perfect			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Velimir Piškorec ,"

				Interlinguistische Beiträge. Zum Wesen und zur Funktion internationaler Plansprachen			
", , ,SUVREMENA LINGVISTIKA
 ,Barbara Kerovec,"

				1st NetWordS Summer School: Interdisciplinary Approaches to Exploring the Mental Lexicon, Dubrovnik, 2 – 6 July 2012.			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Branimir Belaj , Mislava Bertoša , Sanja Fulgosi , Lidija Tepeš , Slađan Turković , Irena Zovko Dinković","

				Izlaganja sa Zagrebačkoga lingvističkoga kruga			
", ,Slađan Turković ,SUVREMENA LINGVISTIKA
 ,Dragica Malić,"

				Nedoumice u transkripciji stare hrvatske latinice			
", , ,SUVREMENA LINGVISTIKA
 ,Arijana Krišković,"

				Metaforička osnova za metonimijska preslikavanja u jeziku medicinske struke i u općem jeziku			
", ,"metafora, metonimija, kognitivna lingvistika, medicinski diskurs",SUVREMENA LINGVISTIKA
 ,Jurica Polančec,"

				Ivan Marković, Uvod u jezičnu morfologiju (Disput, Zagreb, 2012, 555 str.)			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Rudolf Filipović, Antica Menac","

				Adaptacija ortografije anglicizama u hrvatskom i ruskom jeziku: teorija i primjena			
", ,"Adaptacija anglicizama na ortografskoj razini provodi se na osnovi pet principa, od kojih se prva četiri primjenjuju u hrvatskom i ruskom, a peti samo u ruskom. Ta se adaptacija oslanja na tipove transfonemizacije, na utjecaj jezika posrednika i na zakon o palatalizaciji ruskih suglasnika.",SUVREMENA LINGVISTIKA
 ,Dubravka Sesar,"

				Slavenska leksikografija od početaka do danas			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Goran Pavelić , Lucia Miškulin Saletović","

				Obznane			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Daniela Katunar, Jana Willer-Gold, Tena Gnjatović","

				Izražavanje specifičnosti u jeziku bez članova: Pokazatelji specifičnosti u hrvatskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,Daniela Katunar,"

				Deminutivi na djelu: kognitivnolingvistička analiza deminutivnih glagola tvorenih sufiksacijom u hrvatskome			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Zrinka Babić , Irena Zovko , Neda Pintarić , Božo Bekavac , Dubravka Sesar ","

				Kronika			
", ,Dubravka Sesar ,SUVREMENA LINGVISTIKA
 ,Zjena Čulić,"

				The relevance of axiological dynamism in metaphors based on image schemata			
", , ,SUVREMENA LINGVISTIKA
 ,Amir Kapetanović,"

				Helmut Keipert, Obzori preporoda: Kroatističke rasprave			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Branimir Belaj , Ida Raffaelli, Mario Brdar , Rita Brdar-Szabo , Tanja Gradečak-Erdeljić , Gabrijela Buljan , Ivana Franić , Sanja Fulgosi , Nina Tuđman Vuković , Ivana Jerolimov , Boris Kuzmić , Nina Lanović ","


						Prototipno-kontekstualna analiza povratnih glagola u hrvatskom jeziku					

", ,"

 
			Opširnije:			In memoriam: Miro Kačić (1946. - 2001.)		
",SUVREMENA LINGVISTIKA
 ,, , ,"
                All                369673
",SUVREMENA LINGVISTIKA
 ,Leonard Pon,"

				Vladimir Karabalić: Das Prädikat und seine Ergänzungen im Deutschen und Kroatischen – Eine Einführung in die kontrastive Syntax			
",2014,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Goranka Antunović,"

				Anglicizmi i prevođenje: bez konzultinga nema happy enda			
", , ,SUVREMENA LINGVISTIKA
 ,"Slađan Turković , Ivana Jerolimov , Irena Zovko Dinković","

				Obznane			
", , ,SUVREMENA LINGVISTIKA
 ,"Goranka Antunović, Stjepan Babić, Frits Beukema, Henrik Birnbaum, Maja Bratanić, Mario Brdar, Wayles Browne, Dalibor Brozović, Dunja Brozović-Rončević","


						Životopis Rudolfa Filipovića					

", ,Izvorni znanstveni članak,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.09,Sofija Gadžijeva,"

				I. H. Abdullaev, N. S. Džidalaev, S. A. Musaev, B. M. Alieva, Russko–lakskij slovar’. Bolee 40 000 slov. S. A. Musaev (ur.). IJaLI DFIC RAN, Mahačkala; Sankt–Peterburg, 2019.			
",2021,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Aleksandra Ščukanec,"

				Theoretische und empirische Genderlinguistik in Bosnien, Kroatien und Serbien. Simone Rajilić i Roswitha Kersten–Pejanić, Studies on Language and Culture in Central and Eastern Europe, Band 12			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Marijana Janjić,"

				Veljko Kajtazi, Romsko–hrvatski i hrvatsko–romski rječnik, Bibliotheca orientalica, Zagreb, 2008, 411 str.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,,"

				Smjernice za autore			
", ,"4. Uz radove treba priložiti sažetak na jeziku rada i jednom stranom jeziku, ne dulji od 300 riječi. Sažetak treba upućivati na svrhu rada, teorijsku pozadinu i upotrijebljenu metodologiju te najvažnije rezultate i zaključak.",SUVREMENA LINGVISTIKA
 ,Dubravka Sesar ,"

				Modalni modeli u hrvatskom i drugim slavenskim jezicima			
", , ,SUVREMENA LINGVISTIKA
 ,"Vesna Badurina-Stipčević , Željka Brlobaš , Pavao Tekavčić , Milan Mihaljević , Marica Čilaš , Marinka Šimić , A Halonja , Neda Pintarić , Vesna Muhvić-Dimanovski , Vesna Deželjin , Milica Mihaljević , Marijana Horvat ","

				Obznane			
", ,Marica Čilaš ,SUVREMENA LINGVISTIKA
 ,Nataša Bašić ,"

				Povijest hrvatskih gramatika			
", , ,SUVREMENA LINGVISTIKA
 ,"Barbara Kryžan-Stanojević , Neda Pintarić ","

				Kronika			
", ,Kronika,SUVREMENA LINGVISTIKA
 ,"Ana Branka Šefer, Magdalena Krbot, Velimir Išgum, Marijan Palmović","

				Kategorizacija i neodređenost: kako su pojmovi pohranjeni u umnom rječniku?			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Petar Šimunović,"

				Hrvatska antroponimija nakon II. svjetskog rata			
", , ,SUVREMENA LINGVISTIKA
 ,"Mate Kapović , Mateusz-Milan Stanojević , Maša Musulin","

				International Workshop on Balto-Slavic accentology (IWoBa), Prvi znanstveni skup hrvatski kao drugi i strani jezik (HIDIS I.), Prikaz konferencije Converging and Diverging Tendencies in Cognitive Linguistics			
", , ,SUVREMENA LINGVISTIKA
 ,Goran Pavelić ,"

				The Turkic Languages, uredili Lars Johanson i Eva A. Csato, Routledge, 2006, str. XXIII+474			
", , ,SUVREMENA LINGVISTIKA
 ,,"
					Vol. 49-50  No 1. (2000.)

							Broj članka: 
							14						
", ,"
                All                369673
",SUVREMENA LINGVISTIKA
 ,Daliborka Sarić ,"

				Kreolska obilježja nestandardnih varijeteta brazilskog portugalskog			
", , ,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.15,Ranko Matasović,"

				Ideološki i drugi vrijednosni stavovi o jeziku: odgovor Mati Kapoviću			
",2021,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Andrea Poljak, Gordana Hržica, Diana Arapović","

				Morfološko označavanje živosti: različito označavanje  objekta u usvajanju hrvatskoga jezika			
", , ,SUVREMENA LINGVISTIKA
 ,Tomislava Bošnjak Botica,"

				Neke mogućnosti prilagodbe francuskoga jezikoslovnoga nazivlja			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,Željka Fink Arsovski ,"

				Antica Menac: Hrvatska frazeologija			
", , ,SUVREMENA LINGVISTIKA
 ,Augustina Guleska Hajdić,"

				Glagolski prilog u ulozi predikata drugog stupnja u suvremenome makedonskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,"Branimir Belaj, Goranka Antunović , Mislava Bertoša , Sunil Kumar Bhatt , Ranko Matasović , Anja Nikolić-Hoyt , Jasna Novak Milić , Ivica Peša , Dunja Pavličević-Franić , Lelija Sočanac ","


						Nominalizacija kao strategija pasivizacije					

", ,"

 
			Opširnije:			Autor izvornog teksta i prijevodni proces		
",SUVREMENA LINGVISTIKA
 ,Ivana Jerolimov ,"

				Frazemi sa somatskom sastavnicom na primjeru talijansko-hrvatske frazeologije			
", , ,SUVREMENA LINGVISTIKA
 ,"Irena Brdar, Božana Knežević","

				Priroda adjektiviziranog pasiva u odnosu na gotovost			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Aleksandra Ščukanec ,"

				Prikaz knjige ""Textgrammatik - Textsemantik - Textstilistik. Ein textlinguistisches Repertitorium""			
", , ,SUVREMENA LINGVISTIKA
 ,Dalibor Brozović,"

				Sociolingvistika prema genetskoj i tipološkoj lingvistici			
", , ,SUVREMENA LINGVISTIKA
 ,Jurica Polančec,"

				Adriano Murelli: Relative Constructions in European Non-Standard Varieties (De Gruyter Mouton, Berlin i Boston, 2011., 477 str.)			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Mateusz-Milan Stanojević,"

				Tezaurusni portret čovječjega tijela, Anja Nikolić–Hoyt, Hrvatska sveučilišna  naklada, Zagreb, 2014.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Jurica Polančec,"

				Joop van der Horst, Propast standardnoga jezika. Mijena u jezičnoj kulturi  Zapadne Europe (s nizozemskog preveo Radovan Lučić, Srednja Europa,  Zagreb, 2016., 258 str.)			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Jim Hlavac,"

				Psiholingvističke, metalingvističke i sociopsihološke motivacije za prebacivanje kodova: komparativna analiza njihove učestalosti u govoru Australaca hrvatskog podrijetla			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Marko Tadić ,"

				Sastavljanje Hrvatske ovisnosne banke stabala: početne etape			
", , ,SUVREMENA LINGVISTIKA
 ,Daniela Katunar,"

				Prijedložna antonimija u hrvatskome: korpusni pristup			
",2014, ,SUVREMENA LINGVISTIKA
 ,Tena Gnjatović,"

				New Perspectives on Medieval Celtic Prose i Celto-Slavica III - kronika			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Ranko Matasović,"

				Sročnost u okviru gramatike uloga i referenci: tipologija mogućih ciljeva sročnosti			
", ,"U ovom se radu iznosi skica teorije sročnosti u okviru gramatike uloga i referenci 
(GUR), a predlaže se i implikacijska univerzalija koja se može precizno formulirati putem 
koncepcije slojevite strukture surečenice koju zastupa GUR. Tvrdi se da su, u okviru GUR–a, 
upravljači sročnosti uvijek sintaktički elementi predstavljeni u konstituentskoj projekciji, dok 
ciljevi sročnosti mogu biti prikazani i u konstituentskoj i u operatorskoj projekciji. Na temelju 
uzorka od 300 jezika predlažemo implikacijsku univerzaliju prema kojoj jezici ne mogu imati 
sročnost na operatorima ako ujedno nemaju sročnost na sintaktičkim elementima prikazanim na 
konstituentskoj projekciji (obrat te tvrdnje ne vrijedi). Može se pokazati da ta univerzalija ima 
vrlo malo prividnih protuprimjera i da stoji i u domeni imenske skupine (NP ili RP) i u domeni 
surečenice. Ona pruža dodatnu potvrdu razlici između operatorske i konstituentske projekcije, 
što je jedna od temeljnih odlika pristupa sintaksi u GUR–u.",SUVREMENA LINGVISTIKA
 ,"Larisa Nikitina, Ida Raffaelli, Barbara Kerovec, Alexandra Soares Rodrigues, Daniela Katunar, Virna Karlić, Goran Pavelić, Goran Pavelić","


						Stereotip kao interdisciplinarni konstrukt: implikacije za istraživanja u primijenjenoj lingvistici					

", ,"Ida Raffaelli, Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite., Filozofski fakultet u Zagrebu",SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.04,Zrinka Kolaković,"

				Akcionalnost i afiksacija hrvatskih dvovidnih glagola u svjetlu formalno–funkcionalne teorije glagolskoga vida			
",2021,"U slavenskim je jezicima glagolski aspekt obavezna gramatička kategorija, prisutna u infinitivu kao i
u svim ostalim glagolskim oblicima kao jedna od dviju oprečnih vrijednosti: perfektivno – imperfektivno.
No osim perfektivnih i imperfektivnih glagola u slavenskim jezicima postoje i dvovidni glagoli. U literaturi
se napominje kako infinitiv spomenutih glagola može izraziti obje aspektne vrijednosti, i perfektivnu i
imperfektivnu, kao i to da se u kontekstu ostvaruje samo jedna od njih. Međutim, u nekim slučajevima nije
baš potpuno jasno koja je aspektna vrijednost ostvarena. Kako bi postigli što veći stupanj komunikacijske
jasnoće, izvorni govornici često pribjegavaju afiksaciji dvovidnih glagola pri čemu neki dvovidni glagoli
ipak ne podliježu spomenutome procesu. No, kada se govori o aspektnoj afiksaciji općenito, dakle ne samo
u kontekstu dvovidnih glagola, svakako treba imati na umu da dio aspektologa tip aspektne afiksacije
povezuje s akcionalnim obilježjima (tzv. leksičkim aspektom) glagola.
Upravo potonja pretpostavka uzima se kao polazište ovoga rada u kojemu se proučava afiksacija
dvovidnih glagola. Točnije govoreći, ovim se radom nastoji odgovoriti na sljedeće istraživačko pitanje:
Razlikuju li se akcionalna obilježja morfološki stabilnih dvovidnih glagola (onih koji ne podliježu aspektnoj
afiksaciji) i morfološki nestabilnih dvovidnih glagola (onih koji sudjeluju u afiksaciji)?
Analiza se provodi na uzorku od 38 dvovidnih glagola. U prvome koraku ispisana su sva pojedina značenja (i varijante značenja) svakoga od analiziranih glagola.",SUVREMENA LINGVISTIKA
 ,Ana Mikić,"

				Matea Birtić: Unutarnja struktura odglagolskih imenica u hrvatskome jeziku			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Olivier Soutet ,"

				Retour sur l'emploi du subjonctif dans les propositions subordonnees concessives en bien que			
", , ,SUVREMENA LINGVISTIKA
 ,"Virna Karlić,  Mirjana N. Dedaić and Mirjana Mišković–Luković (ed.), South Slavic Discourse Particles, John Benjamins Publishing Company, 2010, 166 p., Full text (English) (PDF)","

				Mirjana N. Dedaić and Mirjana Mišković–Luković (ed.), South Slavic Discourse Particles, John Benjamins Publishing Company, 2010, 166 p.			
", ,"
                Week                90
",SUVREMENA LINGVISTIKA
 ,Henrik Birnbaum,"

				Language Contact and Language Interference: The Case of Greek and Old Church Slavonic			
", , ,SUVREMENA LINGVISTIKA
 ,Kristina Cergol,"

				Procesiranje vidno predstavljenih srodnica u hrvatskih govornika globalnog engleskog			
", ,"srodnice (leksikologija), engleski kao globalni jezik, hrvatski jezik, dvojezičnost, Bilingvalni interaktivni aktivacijski model +",SUVREMENA LINGVISTIKA
 ,,"

				Životopis Rudolfa Filipovića			
", ,Životopis,SUVREMENA LINGVISTIKA
 ,Anita Peti-Stantić,"

				Gennaro Chierchia, Logic in Grammar: Polarity, Free Choice, and Intervention Oxford Studies in Semantics and Pragmatics 2, Oxford University Press, 2013.			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Tayo Lamidi,"

				Izbor zamjenice i gramatikalizacija u prebacivanju kodova u jorupskom engleskom			
", , ,SUVREMENA LINGVISTIKA
 ,Dubravko Kučanda,"

				Infinitive Subjects or Subjectless Infinitives?			
", , ,SUVREMENA LINGVISTIKA
 ,Marina Grubišić,"

				Mediterranean Editors and Translators Meeting 2008 - kronika			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Mislava Bertoša , Ivana Jerolimov, Danka Singer","

				Obznane			
", , ,SUVREMENA LINGVISTIKA
 ,Sanja Seljan,"

				Unifikacijske gramatike kao okvir za leksičko-funkcionalnu gramatiku (LFG)			
", ,gramatičke gunkcije; unifikacijske gramatike; leksičko-funkcionalna gramatika; hvatski jezik,SUVREMENA LINGVISTIKA
 ,Josip Vončina,"

				Znanstvenički lik profesora Milana Moguša			
", , ,SUVREMENA LINGVISTIKA
 ,Katja Dobrić Basaneže,"

				Tumačenje frazeoloških jedinica u ugovorima: analiza  proširenih terminoloških kolokacija			
", , ,SUVREMENA LINGVISTIKA
 ,Đuro Blažeka,"

				Hungarizmi u govoru Goričana			
", , ,SUVREMENA LINGVISTIKA
 ,"Maja Balija, Gordana Hržica, Jelena Kuvač Kraljević, Kristina Cergol, Azizollah Dabaghi, Marzieh Rafiee, Gordana Hržica, Jurica Polančec, Ida Raffaelli, Ivana Franić, Dubravka Saulan, Tomislava Bošnjak Botica, Barbara Kerovec","


						Odnosne rečenice bez pomaka i traga: proizvodnja odnosnih rečenica kod djece s posebnim jezičnim teškoćama					

", ,Izvorni znanstveni članak,SUVREMENA LINGVISTIKA
 ,Aleksandra Ščukanec,"

				Vesna Požgaj–Hadži i dr.: Med politiko in stvarnostjo. Jezikovna situacija v novonastalih državah bivše Jugoslavije			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,David Mandić ,"

				Metrička fonologija			
", , ,SUVREMENA LINGVISTIKA
 ,"Anita Skelin Horvat , Ivana Jerolimov , Matea Birtić , Kristian Lewis , Mislava Bertoša , Barbara Štebih , Tanja Gradečak-Erdeljić","

				Obznane			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Vlatko Broz,"

				Dijakronijska istraživanja lažnih parova			
", , ,SUVREMENA LINGVISTIKA
 ,,"

				Zagrebački lingvistički krug - Izvješće o radu u ak. god. 2011./2012.			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,Gabrijela Buljan,"

				Ima li mjesta za preobrazbu u denominalnoj tvorbi hrvatskih  glagola?			
", , ,SUVREMENA LINGVISTIKA
 ,"Renata Geld, Mateusz–Milan Stanojević","

				Topološko strateško konstruiranje značenja: frazni glagoli s up i  down u jeziku slijepih			
", , ,SUVREMENA LINGVISTIKA
 ,Vlasta Erdeljac ,"

				Dubravko Škiljan: Vježbe iz semantike ljubavi			
", , ,SUVREMENA LINGVISTIKA
 ,"Christina L. Gagné, Thomas L. Spalding","

				Efekti prilagodbe u leksičkoj obradi			
",2014," Psiholingvistička istraživanja obično primjenjuju znanstvenu strategiju koja pretpostavljarelativno stabilan skup predodžbi i procesa. U skladu s tom strategijom, istraživači mjereprosječne vrijednosti tako da izvode više pokusnih ispitivanja kako bi dobili statistički stabilnuprocjenu uspješnosti izvedbe određenoga pokusnog uvjeta. U ovom radu izložit će se četiri skupapodataka izvađenih iz različitih psiholingvističkih zadataka i pokazati kako se psiholingvističkisustav naizgled prilagođava tijekom pokusnog ispitivanja. Pokazat će se kako postoje slučajeviu kojima određeni čimbenik nema glavni efekt, ali je u interakciji tijekom ispitivanja; u drugimslučajevima postoji glavni efekt čimbenika, ali je i taj čimbenik u interakciji s ispitivanjem.Konačno, pokazujemo slučajeve u kojima je način na koji čimbenik utječe na ispitivanje ovisano drugim, uz njega nevezanim uvjetima pokusa. Naša se diskusija usredotočuje na teorijske imetodološke implikacije prilagodljivosti psiholingvističkog sustava.",SUVREMENA LINGVISTIKA
 ,"Kim Ebensgaard Jensen, Renata Geld, Gordana Varošanec–Škarić, Iva Pavić, Gabrijela Kišiček, Branka Tafra, Anita Peti-Stantić, Goran Pavelić, Dubravka Sesar, Veno Volenec, Velimir Piškorec, Branka Tafra","


						Too female to be ruthless i too pregnant to argue: rješavanje značenjskog konflikta u konstrukciji [too ADJ to V]					

", ,Izvorni znanstveni članak,SUVREMENA LINGVISTIKA
 ,"Višnja Josipović Smojver, Mateusz–Milan Stanojević, Euroengleski i hrvatski nacionalni identitet: Jesu li hrvatski sveučilišni studenti spremni za engleski kao lingua franca?, Puni tekst (Hrvatski) (PDF)	","

				Euroengleski i hrvatski nacionalni identitet: Jesu li hrvatski sveučilišni studenti spremni za engleski kao lingua franca?			
", ,"Istraživanje koje se prikazuje imalo je za cilj utvrditi utjecaj globalizacije i hipotetskog nastanka tzv. euroengleskoga na stav Hrvata prema stranom akcentu. Budući da strani akcent odaje nacionalni identitet govornika, stupanj do kojeg se netko svjesno nastoji približiti izvornom izgovoru, odnosno sačuvati i pokazati vlastiti nacionalni identitet uvelike varira i ovisi o više faktora. Ovdje se promatra kako parametri kao što su spol, stupanj znanja engleskoga, sociolingvistički status govornikova regionalnog hrvatskog dijalekta, regionalni ponos te sklonost perfekcionizmu utječu na odnos ispitanika prema vlastitom izgovoru, nastavnicima engleskoga i neizvornim govornicima. Istraživanje je provedeno u obliku anonimnog desetominutnog upitnika provedenog na dobrovoljnoj osnovi za vrijeme redovite sveučilišne nastave. Obuhvatilo je 1461 studenta različitih sveučilišnih studija, a odgovori su analizirani pomoću softverskog paketa SPSS. Uočava se polarizacija između ’liberalnog’ i ’tradicionalnog’ pristupa akcentu, tj. govornika kojima ne smeta regionalna i nacionalna prepoznatljivost u izgovoru i onih koji takva obilježja nastoje prikriti. Pokazuje se da to najviše ovisi o izboru studija, tj. buduće struke kao i samoprocijenjenoga stupnja kvalitete vlastitoga engleskoga izgovora, dok spol, regionalno podrijetlo ispitanika i stupanj perfekcionizma igraju nešto manju ulogu. Ti rezultati pripisuju se različitim uzrocima. Tvrdi se da su studenti engleskoga i općenito studenti koji su na višoj razini znanja engleskoga u tom smislu tradicionalniji zbog pristupa u njihovu poučavanju engleskomu u Hrvatskoj, kojim se propisuje što je ’pravi’ engleski. Također se pokazuje da su spol, samoprocijenjeni perfekcionizam i regionalna pripadnost povezani sa sklonošću da se procjenjuje sebe ili drugoga u odnosu na ono što je ’ispravno’. Tako žene nastoje postići ono što drušvo definira ispravnim, perfekcionisti ono šo sami vjeruju da je ispravno, a ispitanici iz urbanih sredina prosuđju druge prema onome šo urbana populacija smatra da je ispravno. Budući da se pokazuje jasna veza izmeđ uočnih stavova i dožvljaja vlastitoga identiteta u raznim drušvenim ulogama, na osnovi ovih rezultata zagovara se pristup ELF u okviru stratificiranoga modela, koji uzima u obzir sve navedene razlike.",SUVREMENA LINGVISTIKA
 ,Boban Arsenijević,"

				O dvama tipovima deadjektivne nominalizacije u srpskome			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Tomislav Stojanov ,"

				Razredba zamjenica i zamjeničnih pridjeva, te pravila sintaktičke povezanosti			
", , ,SUVREMENA LINGVISTIKA
 ,Jelena Parizoska,"

				Marija Omazić: Phraseology through the looking glass. Sveučilište Josipa  Jurja Strossmayera u Osijeku, Filozofski fakultet, Osijek, 2015.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
